Year,scenario,module,variable,variable_value,stratifier,stratifier_value,metric_type,n_runs,total_sample,min_sample,mean_sample,mean_value,sd_value,ci_lower,ci_upper,se
2021,Baseline,Demographics,Highest Level of Education,InEducation,Region,East Midlands (England),share,3,4850,1609,1616.66666666667,0.219974145561605,0.000759954061712424,0.219114176584686,0.220834114538523,0.000438759682101417
2021,Baseline,Demographics,Highest Level of Education,Medium,Region,East Midlands (England),share,3,9493,3155,3164.33333333333,0.430560436188105,0.000903893639743304,0.429537584245105,0.431583288131106,0.000521863236224588
2022,Baseline,Demographics,Highest Level of Education,InEducation,Region,East Midlands (England),share,3,4885,1624,1628.33333333333,0.218695235086964,0.000344907608411503,0.218304935385862,0.219085534788065,0.000199132500561931
2022,Baseline,Demographics,Highest Level of Education,Medium,Region,East Midlands (England),share,3,9616,3196,3205.33333333333,0.430497538643203,0.00168057966906626,0.428595783719516,0.43239929356689,0.000970283124330018
2023,Baseline,Demographics,Highest Level of Education,InEducation,Region,East Midlands (England),share,3,4942,1637,1647.33333333333,0.218884927233824,0.00123379458607435,0.21748875722649,0.220281097241157,0.000712331636394729
2023,Baseline,Demographics,Highest Level of Education,Medium,Region,East Midlands (England),share,3,9667,3214,3222.33333333333,0.428162572127888,0.00203078791681253,0.425864519265028,0.430460624990748,0.00117247595043875
2019,Baseline,Demographics,Highest Level of Education,High,Region,South East (England),share,3,11403,3798,3801,0.275301757094861,0.000200321228205881,0.275075072285404,0.275528441904318,0.000115655515029062
2020,Baseline,Demographics,Highest Level of Education,High,Region,South East (England),share,3,11523,3827,3841,0.275471836711181,0.000675918890273004,0.274706962482813,0.27623671093955,0.000390241953249472
2021,Baseline,Demographics,Highest Level of Education,High,Region,South East (England),share,3,11732,3907,3910.66666666667,0.278994919172237,0.000291023374166937,0.278665595222342,0.279324243122132,0.000168022423415754
2021,Baseline,Demographics,Highest Level of Education,InEducation,Region,South East (England),share,3,9455,3128,3151.66666666667,0.224844671298541,0.00183150527971537,0.22277212796866,0.226917214628423,0.00105742006626589
2022,Baseline,Demographics,Highest Level of Education,High,Region,South East (England),share,3,12038,3985,4012.66666666667,0.283862946482088,0.00199308184759523,0.281607562053285,0.286118330910891,0.00115070634122606
2023,Baseline,Demographics,Highest Level of Education,High,Region,South East (England),share,3,12488,4123,4162.66666666667,0.290675373599523,0.00237012221032372,0.287993327835083,0.293357419363962,0.00136839069614271
2021,Baseline,Demographics,Highest Level of Education,InEducation,Region,Scotland,share,3,5003,1630,1667.66666666667,0.202377591406456,0.00407876149351887,0.197762038275818,0.206993144537093,0.0023548740462434
2022,Baseline,Demographics,Highest Level of Education,InEducation,Region,Scotland,share,3,4978,1631,1659.33333333333,0.201322907340701,0.00370767531287844,0.197127277754383,0.205518536927019,0.0021406273399581
2023,Baseline,Demographics,Highest Level of Education,InEducation,Region,Scotland,share,3,4877,1601,1625.66666666667,0.196456660495278,0.00304915150056444,0.193006220753563,0.199907100236994,0.00176042843965083
2019,Baseline,Demographics,Highest Level of Education,Low,Region,East of England,share,3,3772,1255,1257.33333333333,0.133853798615489,0.000268991693864475,0.133549405858839,0.134158191372139,0.000155302426862428
2020,Baseline,Demographics,Highest Level of Education,Low,Region,East of England,share,3,3713,1232,1237.66666666667,0.130592554909391,0.000707149246050008,0.129792340206565,0.131392769612217,0.000408272807564213
2021,Baseline,Demographics,Highest Level of Education,Low,Region,East of England,share,3,3618,1192,1206,0.126198696133859,0.00125537890390734,0.124778101171571,0.127619291096146,0.000724793348105881
2022,Baseline,Demographics,Highest Level of Education,Low,Region,East of England,share,3,3540,1176,1180,0.122149366931137,0.000640781341382543,0.121424254582457,0.122874479279817,0.000369955279938901
2023,Baseline,Demographics,Highest Level of Education,Low,Region,East of England,share,3,3423,1131,1141,0.116938188954248,0.00149223032123722,0.115249571382035,0.11862680652646,0.000861539577659229
2022,Baseline,Demographics,Highest Level of Education,InEducation,Region,South East (England),share,3,9598,3186,3199.33333333333,0.226325110317648,0.00101125544457371,0.225180767055486,0.227469453579811,0.000583848603144106
2023,Baseline,Demographics,Highest Level of Education,InEducation,Region,South East (England),share,3,9745,3226,3248.33333333333,0.226827054720156,0.00114997901045459,0.22552573096531,0.228128378475003,0.000663940691248379
2019,Baseline,Demographics,Highest Level of Education,Low,Region,South East (England),share,3,5837,1942,1945.66666666667,0.140922270199569,0.000403202224932764,0.140466003929887,0.14137853646925,0.000232788913102787
2020,Baseline,Demographics,Highest Level of Education,Low,Region,South East (England),share,3,5790,1921,1930,0.138419085424682,0.000972550286920529,0.137318541171572,0.139519629677792,0.000561502169954015
2021,Baseline,Demographics,Highest Level of Education,Low,Region,South East (England),share,3,5616,1867,1872,0.133551785681395,0.00041526836507035,0.133081865288771,0.134021706074019,0.000239755302359302
2022,Baseline,Demographics,Highest Level of Education,Low,Region,South East (England),share,3,5434,1807,1811.33333333333,0.128136145521458,0.000167742580739676,0.127946326922134,0.128325964120781,9.68462241446147e-05
2023,Baseline,Demographics,Highest Level of Education,Low,Region,South East (England),share,3,5286,1760,1762,0.123039197548088,0.000237019160685476,0.122770985118688,0.123307409977489,0.000136843076224859
2019,Baseline,Demographics,Highest Level of Education,InEducation,Region,Wales,share,3,2938,977,979.333333333333,0.211184680255131,0.00059137224933094,0.210515479557539,0.211853880952722,0.000341428927342492
2019,Baseline,Demographics,Highest Level of Education,Medium,Region,Wales,share,3,6256,2084,2085.33333333333,0.449683703529248,0.00025548028568791,0.449394600370287,0.449972806688208,0.000147501611714558
2020,Baseline,Demographics,Highest Level of Education,InEducation,Region,Wales,share,3,2959,982,986.333333333333,0.210215769040647,0.000935004295812567,0.20915771207616,0.211273826005133,0.000539824981880842
2020,Baseline,Demographics,Highest Level of Education,Medium,Region,Wales,share,3,6317,2103,2105.66666666667,0.448778487812629,0.000579646489014147,0.448122556061954,0.449434419563305,0.000334659056467139
2021,Baseline,Demographics,Highest Level of Education,InEducation,Region,Wales,share,3,2978,983,992.666666666667,0.211146543255062,0.00183390168104601,0.209071288141793,0.213221798368332,0.00105880362921922
2021,Baseline,Demographics,Highest Level of Education,Medium,Region,Wales,share,3,6289,2084,2096.33333333333,0.445900411748701,0.00120955175517149,0.444531675087064,0.447269148410337,0.000698335031447042
2019,Baseline,Demographics,Highest Level of Education,Medium,Region,London,share,3,12616,4199,4205.33333333333,0.316206321973162,0.000465854332881211,0.315679158169158,0.316733485777167,0.000268961124492121
2022,Baseline,Demographics,Highest Level of Education,Medium,Region,Wales,share,3,6320,2103,2106.66666666667,0.445949296478059,0.000754183437687329,0.445095857576955,0.446802735379162,0.000435428010767137
2022,Baseline,Demographics,Highest Level of Education,InEducation,Region,Wales,share,3,2997,990,999,0.211473208594972,0.00177791042660759,0.209461313550714,0.21348510363923,0.00102647706339693
2023,Baseline,Demographics,Highest Level of Education,Medium,Region,Wales,share,3,6337,2106,2112.33333333333,0.444015530020612,0.00101347147918001,0.442868679079224,0.445162380962,0.000585128031320586
2023,Baseline,Demographics,Highest Level of Education,InEducation,Region,Wales,share,3,2983,991,994.333333333333,0.209010184144144,0.000649832676029282,0.208274829246094,0.209745539042194,0.000375181070433721
2021,Baseline,Demographics,Highest Level of Education,High,Region,Wales,share,3,2515,830,838.333333333334,0.178319228876576,0.00293178157833709,0.175001605704998,0.181636852048154,0.00169266488345811
2022,Baseline,Demographics,Highest Level of Education,High,Region,Wales,share,3,2609,859,869.666666666667,0.184095384611142,0.00204796372555236,0.181777895490995,0.186412873731289,0.00118239240823824
2023,Baseline,Demographics,Highest Level of Education,High,Region,Wales,share,3,2741,906,913.666666666667,0.192055414032067,0.00161298424235488,0.190230150534484,0.193880677529651,0.000931256886522217
2019,Baseline,Demographics,Highest Level of Education,High,Region,South West (England),share,3,5989,1990,1996.33333333333,0.23550922739507,0.000826951871209135,0.234573443259589,0.236445011530551,0.000477440885449459
2020,Baseline,Demographics,Highest Level of Education,High,Region,South West (England),share,3,6154,2037,2051.33333333333,0.23954713565778,0.000831061562600282,0.238606700968694,0.240487570346865,0.000479813616880424
2021,Baseline,Demographics,Highest Level of Education,High,Region,South West (England),share,3,6309,2092,2103,0.244347368731511,0.00205339209207853,0.242023736836369,0.246671000626653,0.00118552647711339
2022,Baseline,Demographics,Highest Level of Education,High,Region,South West (England),share,3,6521,2163,2173.66666666667,0.249894437469871,0.00121697544441887,0.248517300113024,0.251271574826719,0.000702621100432397
2023,Baseline,Demographics,Highest Level of Education,High,Region,South West (England),share,3,6741,2242,2247,0.255749896902093,0.00104193512744935,0.254570836310523,0.256928957493663,0.000601561526311008
2020,Baseline,Demographics,Highest Level of Education,High,Region,East Midlands (England),share,3,4194,1386,1398,0.190073748675353,0.00150363684758521,0.188372223403469,0.191775273947238,0.000868125138716764
2021,Baseline,Demographics,Highest Level of Education,High,Region,East Midlands (England),share,3,4319,1430,1439.66666666667,0.195892063034457,0.00242972399034413,0.193142571506689,0.198641554562226,0.00140280179988167
2022,Baseline,Demographics,Highest Level of Education,High,Region,East Midlands (England),share,3,4519,1491,1506.33333333333,0.202308353217715,0.00293373412340945,0.198988520533387,0.205628185902042,0.00169379218588124
2023,Baseline,Demographics,Highest Level of Education,High,Region,East Midlands (England),share,3,4722,1560,1574,0.209140545726706,0.0019722394052467,0.206908746741716,0.211372344711696,0.00113867295152557
2019,Baseline,Demographics,Highest Level of Education,Medium,Region,North West (England),share,3,13462,4480,4487.33333333333,0.405518495235917,0.000724801860461672,0.404698304719393,0.40633868575244,0.000418464549246688
2020,Baseline,Demographics,Highest Level of Education,InEducation,Region,North West (England),share,3,7583,2525,2527.66666666667,0.227594720897687,0.000221143277986607,0.227344473720779,0.227844968074594,0.000127677131075044
2020,Baseline,Demographics,Highest Level of Education,Medium,Region,North West (England),share,3,13522,4497,4507.33333333333,0.405847035782437,0.00103917618191455,0.404671097231644,0.40702297433323,0.00059996864836381
2021,Baseline,Demographics,Highest Level of Education,InEducation,Region,North West (England),share,3,7643,2527,2547.66666666667,0.227882274615846,0.00149118936653259,0.226194834994773,0.22956971423692,0.0008609385821803
2021,Baseline,Demographics,Highest Level of Education,Medium,Region,North West (England),share,3,13632,4537,4544,0.406452506159332,0.000427972396279289,0.405968209802065,0.406936802516599,0.000247089978197577
2022,Baseline,Demographics,Highest Level of Education,InEducation,Region,North West (England),share,3,7703,2559,2567.66666666667,0.226698169214264,0.000703239859105441,0.225902378399223,0.227493960029304,0.000406015721959401
2022,Baseline,Demographics,Highest Level of Education,Medium,Region,North West (England),share,3,13884,4606,4628,0.408607615892103,0.00229466554811653,0.406010957379168,0.411204274405037,0.00132482577190524
2023,Baseline,Demographics,Highest Level of Education,InEducation,Region,North West (England),share,3,7827,2590,2609,0.227978745812227,0.00125205284067198,0.226561914644808,0.229395576979646,0.000722873044601602
2023,Baseline,Demographics,Highest Level of Education,Medium,Region,North West (England),share,3,14021,4651,4673.66666666667,0.408396335735655,0.00220922587149051,0.405896361318508,0.410896310152802,0.00127549715160573
2019,Baseline,Demographics,Highest Level of Education,Medium,Region,Northern Ireland,share,3,3250,1077,1083.33333333333,0.380118996646753,0.00239989515325002,0.377403259625751,0.382834733667754,0.00138558011275578
2020,Baseline,Demographics,Highest Level of Education,Medium,Region,Northern Ireland,share,3,3286,1092,1095.33333333333,0.380018991566542,0.00132765396667182,0.378516609671447,0.381521373461638,0.00076652137504865
2021,Baseline,Demographics,Highest Level of Education,Medium,Region,Northern Ireland,share,3,3292,1095,1097.33333333333,0.379146362263023,0.00337031995602112,0.37533248620065,0.382960238325397,0.00194585513386396
2022,Baseline,Demographics,Highest Level of Education,Medium,Region,Northern Ireland,share,3,3306,1094,1102,0.379440101906199,0.00462387935505097,0.374207689845135,0.384672513967264,0.00266959799033903
2023,Baseline,Demographics,Highest Level of Education,Medium,Region,Northern Ireland,share,3,3331,1098,1110.33333333333,0.38164768112765,0.00463177274725555,0.376406336852442,0.386889025402858,0.00267415524245316
2019,Baseline,Demographics,Highest Level of Education,InEducation,Region,North East (England),share,3,2656,883,885.333333333333,0.222482924731658,0.000480983370823121,0.221938640809562,0.223027208653754,0.000277695878620463
2019,Baseline,Demographics,Highest Level of Education,High,Region,North East (England),share,3,2345,780,781.666666666667,0.196431377109207,0.000283228694761092,0.196110873669408,0.196751880549005,0.000163522163162543
2020,Baseline,Demographics,Highest Level of Education,InEducation,Region,North East (England),share,3,2678,887,892.666666666667,0.222627071284556,0.00091365231557059,0.221593176360289,0.223660966208823,0.000527497410340405
2020,Baseline,Demographics,Highest Level of Education,High,Region,North East (England),share,3,2446,803,815.333333333333,0.203338123791472,0.00239355471563317,0.200629561651066,0.206046685931879,0.00138191945939091
2021,Baseline,Demographics,Highest Level of Education,InEducation,Region,North East (England),share,3,2658,879,886,0.220984430375614,0.00156595752710995,0.219212382615974,0.222756478135254,0.00090410599981645
2021,Baseline,Demographics,Highest Level of Education,High,Region,North East (England),share,3,2552,831,850.666666666667,0.212172812887526,0.00438062253913836,0.207215671827234,0.217129953947818,0.00252915360218967
2022,Baseline,Demographics,Highest Level of Education,InEducation,Region,North East (England),share,3,2642,874,880.666666666667,0.21764430003386,0.000796714421197883,0.216742732794191,0.21854586727353,0.000459983285545855
2022,Baseline,Demographics,Highest Level of Education,High,Region,North East (England),share,3,2702,888,900.666666666667,0.222596078863262,0.00352310436049455,0.218609310971469,0.226582846755055,0.00203406525091467
2023,Baseline,Demographics,Highest Level of Education,InEducation,Region,North East (England),share,3,2659,873,886.333333333333,0.216049165665279,0.00256759606958434,0.213143657192667,0.218954674137891,0.00148240228194475
2023,Baseline,Demographics,Highest Level of Education,High,Region,North East (England),share,3,2863,942,954.333333333333,0.232639896303527,0.0038627077058065,0.22826883104938,0.237010961557673,0.00223013533374823
2019,Baseline,Demographics,Highest Level of Education,Low,Region,East Midlands (England),share,3,3533,1175,1177.66666666667,0.162421817023086,0.000400167419024181,0.161968984959581,0.162874649086592,0.000231036767094528
2020,Baseline,Demographics,Highest Level of Education,Low,Region,East Midlands (England),share,3,3494,1160,1164.66666666667,0.158351269311061,0.00119519640655915,0.156998777255621,0.159703761366501,0.0006900469670614
2021,Baseline,Demographics,Highest Level of Education,Low,Region,East Midlands (England),share,3,3386,1120,1128.66666666667,0.153573355215833,0.00100310142364,0.152438239096985,0.15470847133468,0.000579140876963053
2022,Baseline,Demographics,Highest Level of Education,Low,Region,East Midlands (England),share,3,3317,1092,1105.66666666667,0.148498873052118,0.00176365851695599,0.146503105561853,0.150494640542384,0.00101824871952312
2023,Baseline,Demographics,Highest Level of Education,Low,Region,East Midlands (England),share,3,3247,1066,1082.33333333333,0.143811954911582,0.00226553964051831,0.141248255465808,0.146375654357355,0.00130800992131302
2019,Baseline,Demographics,Highest Level of Education,High,Region,Yorkshire and The Humber,share,3,4724,1569,1574.66666666667,0.192627463554096,0.00104715562426458,0.191442495414253,0.193812431693939,0.000604575581552587
2020,Baseline,Demographics,Highest Level of Education,High,Region,Yorkshire and The Humber,share,3,4887,1615,1629,0.196660353299419,0.00153875458705027,0.19491908856432,0.198401618034517,0.000888400375050246
2021,Baseline,Demographics,Highest Level of Education,High,Region,Yorkshire and The Humber,share,3,4986,1636,1662,0.200593367080775,0.0039338802415519,0.196141762520593,0.205044971640958,0.00227122681641974
2022,Baseline,Demographics,Highest Level of Education,High,Region,Yorkshire and The Humber,share,3,5172,1693,1724,0.20646185768576,0.00426252612005351,0.201638355304192,0.211285360067328,0.0024609706028407
2019,Baseline,Demographics,Highest Level of Education,Medium,Region,North East (England),share,3,5034,1676,1678,0.421679135136136,0.000623554099765179,0.420973517246522,0.422384753025749,0.000360009127353721
2020,Baseline,Demographics,Highest Level of Education,Medium,Region,North East (England),share,3,5056,1681,1685.33333333333,0.420321561213262,0.00254560428123673,0.417440938791898,0.423202183634626,0.00146970531702229
2021,Baseline,Demographics,Highest Level of Education,Medium,Region,North East (England),share,3,5035,1666,1678.33333333333,0.418605546908694,0.00355009626181694,0.414588234805172,0.422622859012216,0.00204964903240909
2022,Baseline,Demographics,Highest Level of Education,Medium,Region,North East (England),share,3,5093,1678,1697.66666666667,0.419548688949277,0.00404247561315162,0.414974197157723,0.42412318074083,0.00233392438344559
2023,Baseline,Demographics,Highest Level of Education,Medium,Region,North East (England),share,3,5143,1702,1714.33333333333,0.417893614122686,0.00367246855126085,0.413737824737631,0.422049403507741,0.00212030070666088
2019,Baseline,Demographics,Highest Level of Education,Low,Region,South West (England),share,3,4021,1330,1340.33333333333,0.158120254373584,0.00105191660515427,0.156929898676688,0.159310610070479,0.000607324335150854
2020,Baseline,Demographics,Highest Level of Education,Low,Region,South West (England),share,3,3960,1308,1320,0.154146685094468,0.00147020268988218,0.152482994133685,0.155810376055251,0.000848821918766791
2021,Baseline,Demographics,Highest Level of Education,Low,Region,South West (England),share,3,3888,1283,1296,0.150581175664464,0.00130682625854057,0.149102362539845,0.152059988789083,0.000754496492152469
2022,Baseline,Demographics,Highest Level of Education,Low,Region,South West (England),share,3,3828,1258,1276,0.146692802309101,0.00183333972250328,0.144618183111786,0.148767421506415,0.0010584791823033
2023,Baseline,Demographics,Highest Level of Education,Low,Region,South West (England),share,3,3656,1202,1218.66666666667,0.138704949375804,0.00180807500052941,0.136658919902793,0.140750978848814,0.00104389258827069
2019,Baseline,Demographics,Highest Level of Education,High,Region,Wales,share,3,2317,768,772.333333333333,0.166546738544167,0.000775423765007112,0.16566926395002,0.167424213138314,0.000447691119462889
2020,Baseline,Demographics,Highest Level of Education,High,Region,Wales,share,3,2415,799,805,0.171567480170488,0.000830149792364493,0.170628077246553,0.172506883094424,0.000479287206089352
2019,Baseline,Demographics,Highest Level of Education,Low,Region,North East (England),share,3,1903,632,634.333333333333,0.159406563022999,0.00040790445692915,0.158944975676896,0.159868150369102,0.000235503748011693
2020,Baseline,Demographics,Highest Level of Education,Low,Region,North East (England),share,3,1849,615,616.333333333333,0.15371324371071,0.000777711219505487,0.152833180618121,0.154593306803299,0.000449011781933285
2021,Baseline,Demographics,Highest Level of Education,Low,Region,North East (England),share,3,1783,590,594.333333333333,0.148237209828166,0.00107442535898003,0.147021383078513,0.149453036577819,0.00062031977023128
2022,Baseline,Demographics,Highest Level of Education,Low,Region,North East (England),share,3,1702,566,567.333333333333,0.140210932153601,0.000732677387970159,0.13938182963874,0.141040034668461,0.000423011487173723
2023,Baseline,Demographics,Highest Level of Education,Low,Region,North East (England),share,3,1642,542,547.333333333333,0.133417323908508,0.001176505102015,0.1320859830553,0.134748664761717,0.000679255537351327
2019,Baseline,Demographics,Highest Level of Education,Low,Region,Wales,share,3,2401,799,800.333333333333,0.172584877671455,0.000370315259380754,0.172165826506665,0.173003928836244,0.000213801614688505
2020,Baseline,Demographics,Highest Level of Education,Low,Region,Wales,share,3,2385,793,795,0.169438262976236,0.000724542745146552,0.168618365676294,0.170258160276177,0.000418314948949752
2021,Baseline,Demographics,Highest Level of Education,Low,Region,Wales,share,3,2322,763,774,0.164633816119661,0.00206123887075544,0.162301304758547,0.166966327480775,0.00119005681689477
2022,Baseline,Demographics,Highest Level of Education,Low,Region,Wales,share,3,2246,744,748.666666666667,0.158482110315828,0.00101906352625121,0.157328931377471,0.159635289254185,0.000588356601202467
2023,Baseline,Demographics,Highest Level of Education,Low,Region,Wales,share,3,2211,733,737,0.154918871803177,0.00078532647173727,0.154030191241453,0.155807552364901,0.000453408449859252
2019,Baseline,Demographics,Highest Level of Education,Low,Region,Scotland,share,3,3077,1021,1025.66666666667,0.125030716832318,0.000679178285320754,0.124262154251237,0.125799279413399,0.000392123765857686
2020,Baseline,Demographics,Highest Level of Education,Low,Region,Scotland,share,3,2993,990,997.666666666667,0.120813367900696,0.000849169784940902,0.119852441829007,0.121774293972386,0.000490268403923327
2021,Baseline,Demographics,Highest Level of Education,Low,Region,Scotland,share,3,2891,953,963.666666666667,0.116944260346262,0.0010346893570798,0.11577339911574,0.118115121576784,0.000597378178837664
2022,Baseline,Demographics,Highest Level of Education,Low,Region,Scotland,share,3,2813,926,937.666666666667,0.113762055885222,0.00121360623943665,0.112388731142725,0.115135380627719,0.000700675889028959
2023,Baseline,Demographics,Highest Level of Education,Low,Region,Scotland,share,3,2685,884,895,0.10815549925252,0.000847949833638841,0.107195953685687,0.109115044819353,0.000489564064710683
2019,Baseline,Demographics,Highest Level of Education,Low,Region,Northern Ireland,share,3,1801,599,600.333333333333,0.210643933570312,0.000730285386194682,0.209817537860275,0.211470329280349,0.00042163046430475
2020,Baseline,Demographics,Highest Level of Education,Low,Region,Northern Ireland,share,3,1795,592,598.333333333333,0.207580065784733,0.00237806644230755,0.204889030275524,0.210271101293943,0.00137297730061708
2021,Baseline,Demographics,Highest Level of Education,Low,Region,Northern Ireland,share,3,1751,574,583.666666666667,0.201642561399157,0.00354425556823778,0.197631858662615,0.205653264135699,0.00204627690639891
2022,Baseline,Demographics,Highest Level of Education,Low,Region,Northern Ireland,share,3,1698,558,566,0.19487309819903,0.00272073419488667,0.1917942976242,0.19795189877386,0.00157081661981124
2023,Baseline,Demographics,Highest Level of Education,Low,Region,Northern Ireland,share,3,1633,528,544.333333333333,0.187089074415704,0.00553639634995941,0.180824052166644,0.193354096664763,0.00319643992298953
2019,Baseline,Demographics,Ethnicity,White,Region,East Midlands (England),share,3,19086,6358,6362,0.877436526569147,0.000232338010835886,0.877173611359473,0.877699441778821,0.000134140413099081
2019,Baseline,Demographics,Ethnicity,White,Region,South East (England),share,3,37103,12366,12367.6666666667,0.895774998516208,0.000109079565116838,0.895651563368293,0.895898433664123,6.29771162832936e-05
2020,Baseline,Demographics,Ethnicity,White,Region,South East (England),share,3,37454,12440,12484.6666666667,0.895384224973698,0.000981605641088886,0.894273433622701,0.896495016324694,0.000566730281120723
2021,Baseline,Demographics,Ethnicity,White,Region,South East (England),share,3,37583,12510,12527.6666666667,0.893749212009183,0.0009160356711472,0.892712620064188,0.894785803954179,0.000528873441324135
2022,Baseline,Demographics,Ethnicity,White,Region,South East (England),share,3,37863,12616,12621,0.89282729322713,0.000685572734517115,0.892051494645598,0.893603091808662,0.000395815602822524
2023,Baseline,Demographics,Ethnicity,White,Region,South East (England),share,3,38335,12750,12778.3333333333,0.892300042506217,0.00063226075782896,0.891584572105505,0.893015512906929,0.000365035918730587
2019,Baseline,Demographics,Ethnicity,Black,Region,Yorkshire and The Humber,share,3,371,123,123.666666666667,0.0151280170216019,6.31656951859776e-05,0.0150565383086083,0.0151994957345955,3.6468731119174e-05
2019,Baseline,Demographics,Ethnicity,Mixed,Region,Yorkshire and The Humber,share,3,549,182,183,0.0223862026151608,0.000112893483876539,0.0222584516118813,0.0225139536184403,6.51790833058743e-05
2020,Baseline,Demographics,Ethnicity,Black,Region,Yorkshire and The Humber,share,3,411,134,137,0.016538658064848,0.000259349353338277,0.0162451766436786,0.0168321394860175,0.00014973541896401
2020,Baseline,Demographics,Ethnicity,Mixed,Region,Yorkshire and The Humber,share,3,568,185,189.333333333333,0.0228579433269456,0.000651475071822861,0.0221207298830945,0.0235951567707966,0.00037612930808726
2021,Baseline,Demographics,Ethnicity,Black,Region,Yorkshire and The Humber,share,3,426,139,142,0.0171375458142926,0.000274327792403624,0.0168271146937033,0.0174479769348818,0.000158383224790428
2021,Baseline,Demographics,Ethnicity,Mixed,Region,Yorkshire and The Humber,share,3,562,180,187.333333333333,0.0226098899481758,0.000866640503992811,0.0216291938967649,0.0235905859995867,0.000500355128270882
2022,Baseline,Demographics,Ethnicity,Black,Region,Yorkshire and The Humber,share,3,443,141,147.666666666667,0.0176833156571695,0.000667621348557634,0.0169278309811688,0.0184388003331702,0.000385451365306491
2022,Baseline,Demographics,Ethnicity,Mixed,Region,Yorkshire and The Humber,share,3,582,188,194,0.0232331878332343,0.00065260529368192,0.0224946954229499,0.0239716802435187,0.000376781841981831
2023,Baseline,Demographics,Ethnicity,Black,Region,Yorkshire and The Humber,share,3,464,149,154.666666666667,0.0182907560364226,0.000759548624876574,0.0174312458544738,0.0191502662183714,0.0004385256030351
2023,Baseline,Demographics,Ethnicity,Mixed,Region,Yorkshire and The Humber,share,3,600,195,200,0.0236543523805612,0.000674337164238058,0.0228912680436983,0.0244174367174241,0.000389328743297412
2019,Baseline,Demographics,Ethnicity,White,Region,North West (England),share,3,28866,9622,9622,0.869536424404873,0.000163563361435012,0.869351335037395,0.869721513772351,9.44333507540645e-05
2020,Baseline,Demographics,Ethnicity,White,Region,North West (England),share,3,28876,9623,9625.33333333333,0.866678822806225,0.00048786410480629,0.866126752600638,0.867230893011811,0.000281668472237867
2021,Baseline,Demographics,Ethnicity,White,Region,North West (England),share,3,28994,9629,9664.66666666667,0.864484269474115,0.00173974441444169,0.862515563338357,0.866452975609873,0.00100444190599905
2022,Baseline,Demographics,Ethnicity,White,Region,North West (England),share,3,29327,9737,9775.66666666667,0.863091727749127,0.0025694152645093,0.860184160663664,0.865999294834591,0.00148345259462438
2023,Baseline,Demographics,Ethnicity,White,Region,North West (England),share,3,29575,9851,9858.33333333333,0.861443188950606,0.00179009739600829,0.859417503052222,0.863468874848989,0.00103351321346104
2019,Baseline,Demographics,Ethnicity,White,Region,Scotland,share,3,23737,7909,7912.33333333333,0.964526646259223,0.000105333021815698,0.964407450724164,0.964645841794283,6.08140484998499e-05
2020,Baseline,Demographics,Ethnicity,White,Region,Scotland,share,3,23830,7913,7943.33333333333,0.961896061658073,0.000797565001727232,0.960993531895924,0.962798591420222,0.000460474368443442
2021,Baseline,Demographics,Ethnicity,White,Region,Scotland,share,3,23693,7883,7897.66666666667,0.958415951277299,0.00101450961671982,0.957267925572694,0.959563976981904,0.000585727400308655
2022,Baseline,Demographics,Ethnicity,White,Region,Scotland,share,3,23641,7869,7880.33333333333,0.95608005644715,0.00107551568026354,0.954862995882815,0.957297117011485,0.000620949267517817
2023,Baseline,Demographics,Ethnicity,White,Region,Scotland,share,3,23702,7859,7900.66666666667,0.954760277745424,0.00176872867972772,0.95275877282587,0.956761782664977,0.00102117597936421
2019,Baseline,Demographics,Ethnicity,Asian,Region,London,share,3,12786,4256,4262,0.320467237959955,0.000429335382748647,0.319981399238302,0.320953076681608,0.000247876898802562
2020,Baseline,Demographics,Ethnicity,Asian,Region,London,share,3,12872,4277,4290.66666666667,0.319398060641481,0.00124028507927474,0.317994545949675,0.320801575333288,0.000716078924391146
2021,Baseline,Demographics,Ethnicity,Asian,Region,London,share,3,12751,4221,4250.33333333333,0.317941214586966,0.00389470270888013,0.313533943578491,0.322348485595442,0.00224860765738551
2022,Baseline,Demographics,Ethnicity,Asian,Region,London,share,3,12679,4215,4226.33333333333,0.315434526224063,0.0020042871759297,0.313166461772572,0.317702590675553,0.00115717574055633
2023,Baseline,Demographics,Ethnicity,Asian,Region,London,share,3,12658,4210,4219.33333333333,0.312641739405683,0.00184865693482476,0.310549787150921,0.314733691660445,0.00106732257896035
2019,Baseline,Demographics,Ethnicity,White,Region,West Midlands (England),share,3,19664,6549,6554.66666666667,0.738248891195024,0.000388656241177055,0.737809085255511,0.738688697134537,0.000224390785465801
2020,Baseline,Demographics,Ethnicity,White,Region,West Midlands (England),share,3,19902,6628,6634,0.738122878961277,0.000373659838649747,0.737700043048755,0.7385457148738,0.000215732608429784
2021,Baseline,Demographics,Ethnicity,White,Region,West Midlands (England),share,3,19820,6585,6606.66666666667,0.736228048550879,0.00150488862649616,0.734525106757808,0.737930990343951,0.000868847853607963
2022,Baseline,Demographics,Ethnicity,White,Region,West Midlands (England),share,3,20036,6651,6678.66666666667,0.735373943376174,0.00244220789169002,0.732610324984153,0.738137561768195,0.00141000938368426
2023,Baseline,Demographics,Ethnicity,White,Region,West Midlands (England),share,3,20270,6737,6756.66666666667,0.735274242059886,0.00233743328560876,0.732629187296034,0.737919296823737,0.00134951773665901
